59111,7573,9504
7732,280,223
813,8,5
19,2500,8183
60,659,24880
57,3,8
6058,63,89
45165,26,327
9801,14,1
700,14586,23921
379,370,3
5387,7,79
793,90,35
4,2,784
63,795,127
306,2,3
1,7469,7224
17951,73031,86918
6,793,71
1,9059,9082
9000,4,35135
62,35,71
954,834,351
512,22303,40860
7920,769,6
6,2,7776
4010,7,68
4081,5,3
88,997,71010
4,463,76385
3,8053,4861
9586,8178,55116
4,1,34
81280,427,23588
129,37,2725
4575,0,594
54234,959,8016
31,354,1854
8073,2381,9
2,5843,996
7860,48,551
59080,6,29351
518,3,6439
68,322,512
7049,34391,78
587,69770,3403
2450,71948,170
520,77,2257
637,1,0
56287,2278,1870
7804,4915,9
4,624,477
946,2132,7
0,613,949
72209,528,4
0,1693,15
92885,964,413
9293,7159,90
53306,1,2
849,342,3
76,88,8
7706,5,886
66165,69,2
902,14,9
36,74716,9659
0,581,749
39095,379,613
15329,52,4117
4564,43393,79281
9,43,5
5,7,3726
1031,55,88
3,5283,9109
533,960,3
67118,65,72991
5,41,26
8740,6,24
9354,194,5
4,82,4123
88,158,60289
57060,55412,50
907,1183,2
54183,8846,582
14,16,4
5622,612,528
220,28,29531
76441,9,1067
345,42,3
1,9,4871
8380,9,96
43,5116,7005
529,7045,40
3,74,89607
9,171,62
9,103,9
21874,961,5328
222,73975,61
12799,0,1470
91,7,60703
39,250,160
2519,969,2
4681,8911,9798
14,55853,91346
66032,40584,24
53,3,62
3,27784,1
30,579,55
51101,9,1
7077,1510,66
9,5,9388
8,8,6
6316,407,803
3315,66761,4
8,856,978
3732,36035,22
6936,4,33
2,53568,9
922,7396,7234
5577,250,428
235,3177,1860
63,69581,5
654,88830,41
14,76825,42874
8,642,96
263,26,132
38,340,4889
4771,7059,7
6224,356,2
19413,23,6
41804,6,6
91708,3,26515
64724,4090,56190
89686,5,49
7344,2652,2
3997,435,4
79875,6,34
695,630,29
141,1,6
814,587,599
3524,6772,56
7,405,9
12344,57,5497
66,1,25
56494,6,77285
67169,370,9795
3235,72491,18834
2572,67,66
76077,81474,75255
0,28,282
502,91,6
36943,4,5352
3079,12,86
30044,3,8
69682,907,82
6701,53357,7
837,588,561
474,2,86361
52,12631,29
6244,12652,7634
333,55249,12495
71,82965,1
7040,515,31
3,32,56
63636,14,30
61,99509,76751
442,5,12223
312,336,5
83229,2627,2
1595,8,51
27188,35,503
44,333,911
70,62,6
3823,0,560
8,4,648
189,409,7
88479,218,90
47515,43674,51
680,510,520
8258,934,5465
742,706,70
1,85,4
1,1,203
28136,930,9
9,661,444
65450,3337,90920
404,2400,43466
33,6,288
8,9291,41658
652,4611,212
5,287,34
9934,76997,16142
436,69,7595
5,9,42678
73,9,21
797,8,571
43760,53,1
7784,73,23379
27,9760,23106
714,84901,37
1,4,7
63,366,6
26,9,4154
175,190,97
36010,84322,4692
434,24751,908
558,60862,4770
584,51,4665
2,87,3
67,343,392
24,7,250
2187,5,29
7,8,75
2223,40,9738
7415,7749,148
7786,9258,4
6182,817,3424
581,2,3081
3,3001,88686
884,559,609
23,60,147
2913,8,8
7,28,3
131,1,4
86,2092,6
48,95,18
843,0,8
851,4,370
5132,4,24450
8506,49,317
166,88,6248
80,1381,65
7,824,44340
91,7,2136
4833,3,3
7032,4744,18565
27,939,70330
591,78,41
719,396,9898
66,258,6886
774,9,3739
63,2627,857
99736,9,736
6408,6505,45
532,12680,4
386,96772,91579
43213,1,3583
10,241,844
7538,24565,4844
8,7,826
66009,9000,7
3,8828,56
7776,6,55367
58092,36,785
98929,31,7160
895,806,56298
9147,761,73
937,6,172
13,42,0
4814,16,223
4687,7,81
8617,34,409
90,1351,74
6,559,8859
159,185,4660
1481,2305,94
47,59376,4
7,9172,2324
24463,62643,2
1,63,407
28,864,8423
3647,80,9
393,0,659
9,940,714
42423,794,8
624,981,4137
5,38142,81813
3277,39875,55
716,561,88968
201,7,11792
21770,6835,1
265,90,669
68,9,43
180,7,0
46,948,8463
4,5889,8009
5,6961,2572
4804,5497,44120
1821,190,50
6249,8,19
9942,3389,4
3,628,849
0,372,71646
89701,27,23
2,28657,97
60323,29,8306
96906,89,95114
53677,2145,6925
380,61,44303
6,8386,3656
4,4,8
552,621,7
625,94,44
81141,9,95
8,179,25
859,31664,3
3884,3,5
5282,5,5947
8253,8,464
5,915,42536
8,258,126
29,0,1548
458,5,2852
6623,517,1686
8,8,599
251,3,30380
811,26,1
22937,63293,3713
8,35303,7117
48668,52374,7
74,7,7068
682,81,347
96236,9899,3902
0,633,3
0,60748,603
5,94255,7523
88657,247,80565
13,46,4924
54918,3,1612
86984,816,8
959,28926,13756
49,774,382
7,68,1427
625,15044,6948
3,5,2
196,63,20625
78028,6,97481
1,51377,95409
135,9,64915
6,1,91
912,9,26264
9174,9815,3838
76262,727,2
77952,46174,2
40,21773,73
6,7804,4
8751,6,12
3787,1,5933
8,27149,7
36,210,89
17,13942,8640
1,0,2030
5,477,3
2213,42,3
167,72,3666
8597,929,471
24,7,89
9,12,78
588,77,4
756,61,99
3904,5591,94
2843,183,0
17,44936,55
885,2,75710
69047,29,7
1136,4289,28307
67206,578,280
8716,424,61721
5238,47056,931
876,143,56850
36,586,3374
5507,4217,4614
78817,246,48754
5945,624,9
2019,44,475
157,47840,40
52934,89,55134
267,2,6683
59,5089,456
24,5829,6
147,7710,27
7,1459,174
3,1,41
2841,0,3
69,19755,2
35,82901,1
27,4,0
57700,36,15990
10,46974,9409
57,316,71361
209,56,8
6738,1140,7716
3,4,6
8,917,33895
8815,1,8
3487,9,396
68631,602,2782
9199,307,68
34,576,82
3493,7,8
3764,79990,2297
22557,18,16
94,26695,2
8,91,16905
592,7,5768
8139,4831,9
2517,7,65340
92628,618,9
6586,4,7689
39,7,49
133,9018,7
2,5,530
1,90103,45905
3,46355,33724
6733,523,50
5455,65946,8780
7875,7609,853
24,749,566
3676,95427,54221
5392,4490,39645
2973,29738,31
1861,797,34760
835,3,3
79,9903,62371
443,981,30438
61,0,2865
167,1,35
42,84177,3664
51769,4,56262
958,88,305
885,61,457
333,1726,60379
95,29,898
81232,3,0
9,77490,115
99249,37,81902
4057,82,759
19268,68,0
83,378,58346
5,4045,2
3,1073,83718
5,27269,69871
90059,8,0
5,66624,86529
9,8239,5
12845,809,7163
70053,321,6
3,31,1
62990,71,0
5263,1262,662
8,14289,3
7308,10,6946
2597,24643,34238
60251,62331,468
99,465,5
32,81091,53938
49,1,39
338,28700,522
5888,5,23102
79686,889,6481
2858,18,84723
324,7,54687
70,22010,6
5165,2466,91
9735,83,2
93387,8,3
40342,166,336
615,3,474
63198,2,1878
9683,18,326
63663,1,296
8916,691,115
38,633,21004
5714,81,7
6949,4915,87344
857,2,540
9,4,4
8913,23,4
69522,9643,8
96740,35,216
336,977,684
40,1,92
3,6413,47606
226,17533,7290
8650,46866,32516
6,72,104
5,6147,0
2172,6,859
2,76250,310
58,4,4
4,0,7
3484,1414,76381
34,82,5
59163,3,67198
2280,2867,6
30,3141,39
7140,9678,5444
7004,1,3
4559,178,4727
7532,328,217
78,3333,1363
140,7,2181
3,93307,328
840,3,660
1407,289,91
834,46,99
72,41,6
46,2,9088
6,8857,45
8,75068,1792
87998,47,86209
45382,30479,5177
69424,91,317
670,68730,0
23,98,69060
13,335,110
44455,79611,758
260,749,88
9838,425,45920
434,6,8
671,8,34
